proportion,seed,norm,risk-0,risk-0.1,risk-0.5,risk-1,risk-2,noise_std,snr
0.11721022975334802,1.0,1.7995477136376852,1.0231790630940216,1.3441891082459372,3.2759036835853226,7.147814290905934,19.74919346603508,1.0,2.0
2.592978796969668,3.0,1.2120976946299624,2.5868714462701785,2.9147373337891542,4.520037048130514,7.187793060654484,14.727076317693326,1.0,2.0
9.236715905775897,1.0,0.5625276502673492,2.7838601726231262,2.940521675575052,3.630455158845815,4.635268823726155,7.1195521894597915,1.0,2.0
1.0000230261160268,0.0,93.36094121927046,6793.185987289625,8096.102956699813,15051.023903410178,27666.994492204773,65973.33368781608,1.0,2.0
0.30391953823131973,2.0,1.4034525157196076,1.6168050287489053,1.917180401353936,3.5126176845499955,6.393269822290933,15.109092543592354,1.0,2.0
4.893935890192003,0.0,0.8100015840949303,2.3395271035683933,2.5405369615350155,3.475796906648763,4.94011799284728,8.85291401459876,1.0,2.0
0.20433597178569418,1.0,1.7236309367437601,0.9277243600754634,1.2272596082847014,3.019581322341687,6.596890087657998,18.207863027440872,1.0,2.0
1.3738510663797199,1.0,1.9002517623505046,3.0237001484177206,3.5879360024437275,6.567070770610994,11.915919772962368,28.030052918139415,1.0,2.0
6.210199004041663,1.0,0.6830361384058555,2.6453088163082406,2.8228016221092336,3.626080518586876,4.840121404049704,7.968010724527931,1.0,2.0
0.727895384398315,0.0,2.065551408671867,3.871521854764544,4.556573835043234,8.150082280531263,14.56189401723115,33.78527142343042,1.0,2.0
0.30391953823131973,3.0,1.4232437316639543,1.4129515671026949,1.7011337252619532,3.2589869018431354,6.117833596443947,14.873961065226672,1.0,2.0
1.7433592747366753,1.0,1.568199919203163,2.3725875990875647,2.788879106342699,4.945895332680997,8.748828559568832,20.04357149322771,1.0,2.0
7.278976961827604,0.0,0.5906705713005345,3.146721957736629,3.313726849849518,4.051524763061176,5.130773430285972,7.812608350436315,1.0,2.0
1.6102914342442185,1.0,1.4696723200650714,2.975257204252961,3.402830588344673,5.545111470384608,9.194934100698982,19.7344844538759,1.0,2.0
0.8531678524172808,1.0,2.98040010821292,8.61121746618707,10.076608693818338,17.71473056535053,31.25963606703177,71.67362427794764,1.0,2.0
0.5298316906283709,1.0,1.3799123324538403,1.2754363268004667,1.5460174160383735,3.0091733820416415,5.694989459911914,13.922858683539758,1.0,2.0
9.236715905775897,3.0,0.5517543681234928,2.786875250808076,2.9333361121871815,3.5800661342522715,4.525473459068145,6.872937432814925,1.0,2.0
1.268987199699674,3.0,2.9572487023363565,6.803675403942533,8.124335420689924,15.156039465173508,27.881063470139505,66.4490913112766,1.0,2.0
0.2807216203941177,2.0,1.6087301854797345,1.4534214078738898,1.8003921535951104,3.7058776984147257,7.252340393792392,18.22728499905822,1.0,2.0
0.38566204211634714,3.0,1.7235199193902908,1.9708934883036267,2.3852834867559154,4.636947663072093,8.788262294108115,21.546672924982836,1.0,2.0
7.278976961827604,3.0,0.6561067846457552,2.902296447624971,3.0874433736115123,3.9141263001293134,5.141194209062751,8.241044196216912,1.0,2.0
3.039231579111413,2.0,1.1125848183490625,3.1923589184814603,3.5281653951783687,5.118960297570171,7.664484165669288,14.612299368898753,1.0,2.0
4.520389547878401,2.0,0.7883624553952645,3.2699524145159677,3.5095837947429676,4.592412387866337,6.2256300417551325,10.424338391148002,1.0,2.0
0.32903445623126687,2.0,1.520986274950858,1.3128673537282591,1.61097537509186,3.2660873102640395,6.376006891094265,16.065944925638043,1.0,2.0
0.18873918221350972,0.0,1.5395150217743336,1.3135616091500872,1.613715896788538,3.288354347796107,6.448200337576538,16.323052070540644,1.0,2.0
1.487380450361826,1.0,1.6853013991949088,3.7955473533360844,4.355474584285597,7.163231669309307,11.95103638834669,25.787007035613918,1.0,2.0
7.278976961827604,1.0,0.5968931915382869,2.5415813122616857,2.6940876512102028,3.3753693034252223,4.387298035641139,6.945577723230117,1.0,2.0
